,Id,SalePrice
0,0,119542.86236613989
1,1,143875.5830913782
2,2,171596.6940253973
3,3,198219.4487720728
4,4,148907.4407875538
5,5,158560.48513650894
6,6,150109.52703803778
7,7,160007.6842278242
8,8,172165.83052575588
9,9,120642.45254099369
10,10,163083.5214957595
11,11,110880.42563423514
12,12,109690.96361249685
13,13,139584.45054143667
14,14,111576.11023634672
15,15,356225.9267628193
16,16,218076.15342736244
17,17,309905.1259636879
18,18,321280.34474253654
19,19,415098.8055944443
20,20,300403.4650564194
21,21,219164.93816375732
22,22,147855.6971371174
23,23,156317.8040444851
24,24,195992.65929311514
25,25,192323.58521223068
26,26,308669.16407346725
27,27,211487.35759407282
28,28,186535.6258124113
29,29,241891.21102690697
30,30,186431.21973872185
31,31,97686.15367561579
32,32,179129.08255159855
33,33,249449.7386276722
34,34,257528.85873317719
35,35,234889.71611857414
36,36,149737.92511224747
37,37,169560.90435236692
38,38,166030.1870971918
39,39,172098.6372232437
40,40,175190.46267718077
41,41,162195.4367801547
42,42,282931.0174167156
43,43,244346.1594313383
44,44,218351.96573138237
45,45,161831.49630725384
46,46,237125.74440836906
47,47,187417.98053383827
48,48,136094.59436833858
49,49,131207.27416574955
50,50,134069.87839192152
51,51,144775.83599686623
52,52,117449.06991496682
53,53,108485.9909042716
54,54,152635.00587642193
55,55,145140.06618857384
56,56,186458.90398025513
57,57,110278.32557186484
58,58,200339.25689905882
59,59,130584.63625907898
60,60,124337.92858943343
61,61,167454.03699874878
62,62,109156.18561655283
63,63,104963.99740427732
64,64,110577.13296487927
65,65,107925.06846860051
66,66,109469.09265816212
67,67,122036.40775382519
68,68,134017.29979366064
69,69,195825.14817118645
70,70,136833.76361727715
71,71,99718.1770041585
72,72,126703.49874198437
73,73,107318.19877624512
74,74,141288.79116922617
75,75,110877.86645144224
76,76,97201.00343823433
77,77,128679.97117191553
78,78,151082.00576901436
79,79,88640.50480499864
80,80,123597.82580211759
81,81,123513.93074691296
82,82,160935.11704951525
83,83,100177.0915940404
84,84,108873.17326366901
85,85,127434.21249389648
86,86,122367.67438352108
87,87,113863.18805292249
88,88,108898.40026050806
89,89,122080.38063049316
90,90,118226.78249552846
91,91,127283.90208482742
92,92,123598.05113896728
93,93,120713.34244087338
94,94,153579.67160195112
95,95,106256.80856257677
96,96,88532.26263970137
97,97,119153.06180715561
98,98,104948.62621203065
99,99,128228.90045046806
100,100,89236.89096868038
101,101,134827.4072289467
102,102,120321.58359736204
103,103,155878.63325476646
104,104,155916.33962094784
105,105,233194.6679532528
106,106,102790.59129804373
107,107,256489.9485528469
108,108,148460.4368597269
109,109,153578.82390618324
110,110,115118.64694580436
111,111,124467.74944067001
112,112,252555.1379442215
113,113,111382.25616365671
114,114,250651.83560848236
115,115,245770.1810181141
116,116,171368.03077459335
117,117,130722.22050130367
118,118,133103.58032882214
119,119,175102.8817549348
120,120,159901.78663879633
121,121,109548.47561120987
122,122,254129.14803028107
123,123,199863.4956970811
124,124,141925.11024177074
125,125,96836.76251620054
126,126,106765.80158472061
127,127,145012.1177792549
128,128,98631.32372647524
129,129,113149.19751435518
130,130,91777.67125219107
131,131,139455.2466839552
132,132,123943.8251696527
133,133,104316.10567495227
134,134,110580.98515197635
135,135,225424.9246120453
136,136,150972.8783518076
137,137,191655.16100376844
138,138,176549.6194422245
139,139,161348.59943836927
140,140,89992.90682971478
141,141,112746.03769928217
142,142,103379.95446324348
143,143,300115.37725925446
144,144,228588.91150951385
145,145,136439.85334336758
146,146,119534.75023955107
147,147,234175.8275181055
148,148,172247.45611697435
149,149,146872.76706844568
150,150,136774.30687993765
151,151,166865.68248420954
152,152,161393.73119026423
153,153,156639.52068388462
154,154,96299.37705099583
155,155,92539.54587131739
156,156,104898.75702112913
157,157,115811.29486560822
158,158,133765.9848242998
159,159,144571.20867669582
160,160,127952.76623666286
161,161,140465.39959013462
162,162,267667.9439365864
163,163,228191.73921644688
164,164,116705.0290979445
165,165,156991.3573488593
166,166,174529.94671911
167,167,266319.742834568
168,168,163913.23323696852
169,169,268085.2677822113
170,170,195624.22281354666
171,171,182084.31095331907
172,172,172266.25564843416
173,173,186771.83248251677
174,174,179367.059725523
175,175,147847.7030441165
176,176,166268.4969112277
177,177,174359.80666726828
178,178,164973.60406965017
179,179,206680.99770247936
180,180,165182.4591383338
181,181,278162.4604642391
182,182,206173.4747350216
183,183,240211.46430671215
184,184,180129.87861335278
185,185,156912.4357998371
186,186,149120.46995311975
187,187,119224.10729676485
188,188,139368.76025497913
189,189,109997.48074486852
190,190,114136.39288768172
191,191,110296.10035717487
192,192,113422.89057895541
193,193,129035.41322648525
194,194,125119.8206320405
195,195,143591.12214446068
196,196,133517.7923798561
197,197,152722.97309041023
198,198,107734.1276794672
199,199,179553.99273782969
200,200,393786.5321934223
201,201,336115.535736084
202,202,348152.17182040215
203,203,395987.365013361
204,204,290833.0012977123
205,205,327940.87280631065
206,206,367822.19026088715
207,207,356011.87821626663
208,208,318048.0271279812
209,209,336543.4611439705
210,210,257107.2856783867
211,211,345357.5227499008
212,212,268977.51586437225
213,213,220160.2832198143
214,214,203533.22432786226
215,215,229124.52647089958
216,216,213197.36383408308
217,217,400296.83569073677
218,218,369696.3061094284
219,219,326046.7556297779
220,220,256551.11141204834
221,221,308706.59145116806
222,222,181389.09312039614
223,223,182683.1382662058
224,224,197837.89983391762
225,225,181970.462192595
226,226,183883.19648504257
227,227,202865.958994627
228,228,205002.35620588064
229,229,212604.44893091917
230,230,206666.08254909515
231,231,250087.5921368599
232,232,175185.01167148352
233,233,184256.76206052303
234,234,140108.498211205
235,235,235190.95929563046
236,236,142147.44260013103
237,237,298977.4047076702
238,238,284587.6939356327
239,239,265947.8726506233
240,240,268524.2239654064
241,241,200905.94688504934
242,242,219180.0893843174
243,243,246526.71193480492
244,244,288872.2702562809
245,245,377381.9666147232
246,246,215020.92911601067
247,247,177059.5138117671
248,248,232665.31950235367
249,249,224551.4116793871
250,250,299913.30375671387
251,251,253347.37938642502
252,252,247779.67066168785
253,253,196732.96595662832
254,254,206222.48013466597
255,255,144442.57352650166
256,256,166194.95125561953
257,257,106316.99496209621
258,258,200216.8667986989
259,259,197768.77507269382
260,260,140786.84797137976
261,261,105220.55950313807
262,262,139758.68957787752
